source_term,canonical_zh_cn,status,source_kinds,matched_terms,occurrences
Zone B: ウエストライン（設計の要）,Zone B: ウエストライン（設計の要）,untranslated,bold,,docs/garments/swimwear.md:115
Zone C: ヒップライン（複雑な曲線）,Zone C: ヒップライン（复杂な曲線）,composed,bold,複雑,docs/garments/swimwear.md:120
Zone D: 開口部（技術的な難所）,Zone D: 開口部（技术的な難所）,composed,bold,技術,docs/garments/swimwear.md:125
fbx,fbx,untranslated,bold,,docs/basics/file-formats.md:16
iOS Build Support」,iOS Build Support」,constrained,bold,Build|Support,docs/setup/software-check.md:62
jpg,jpg,untranslated,bold,,docs/basics/file-formats.md:23
lilNDMFMeshSimplifier - 最新版メッシュ最適化,lilNDMFMeshSimplifier - 最新版网格优化,composed,heading,メッシュ|最適化,docs/optimization/very-poor-escape.md:71
lilToon,lilToon,untranslated,term_def|bold,,docs/basics/terminology.md:334|docs/basics/terminology.md:334
lilToon (高機能Toonシェーダー),lilToon (高機能ToonShader),composed,bold,シェーダー,docs/unity/fbx-to-vrchat-complete-guide.md:217
lilToon等のカスタムシェーダー使用時,lilToon等のカスタムShader使用時,composed,admonition,シェーダー,docs/optimization/very-poor-escape.md:466
note.com,note.com,untranslated,bold,,docs/resources/community.md:54
png,png,untranslated,bold,,docs/basics/file-formats.md:22
pzip,pzip,untranslated,bold,,docs/basics/file-formats.md:15
tga,tga,untranslated,bold,,docs/basics/file-formats.md:24
zprj,zprj,untranslated,bold,,docs/basics/file-formats.md:14
あなたが到達した技術水準,あなたが到達した技术水準,composed,admonition,技術,docs/unity/fbx-to-vrchat-complete-guide.md:1034
あなたが習得したスキル,あなたが習得したスキル,untranslated,bold,,docs/unity/avatar-upload.md:304
あなたが習得した最高峰技術,あなたが習得した最高峰技术,composed,bold,技術,docs/garments/dress.md:440
あなたにできること,あなたにできること,untranslated,bold,,docs/optimization/very-poor-escape.md:527
あなたのアバターが、より多くの人と出会い、新しい友情を育む架け橋になります！,あなたの头像が、より多くの人と出会い、新しい友情を育む架け橋になります！,composed,bold,アバター,docs/optimization/mobile-compatibility.md:590
あなたの創作活動が技術的制約で制限されることはもうありません。,あなたの創作活動が技术的制約で限制されることはもうありません。,composed,bold,制限|技術,docs/optimization/very-poor-escape.md:538
あなたは今、完全なプロフェッショナルレベルの制作技術を保有しています。,あなたは今、完全なプロフェッショナルレベルの制作技术を保有しています。,composed,bold,制作|技術,docs/garments/swimwear.md:832
おめでとうございます！,おめでとうございます！,untranslated,admonition,,docs/unity/avatar-upload.md:424
お尻部分を拡張,お尻部分を拡張,untranslated,bold,,docs/garments/casual-wear.md:199
お疲れ様でした！,お疲れ様でした！,untranslated,admonition,,docs/setup/software-check.md:200
ここで確認できること,ここで确认できること,composed,bold,確認,docs/basics/md-interface.md:50
ここで行う作業,ここで行う操作,composed,bold,作業,docs/basics/md-interface.md:29
このTシャツをベースにした展開案,このTシャツをベースにした展開案,untranslated,bold,,docs/garments/t-shirt.md:349
このガイドで学べること,この指南で学べること,composed,admonition,ガイド,docs/basics/basic-concepts.md:8|docs/basics/workflow-overview.md:8
このガイドで完全習得したスキル,この指南で完全習得したスキル,composed,bold,ガイド,docs/garments/swimwear.md:620
このガイドで実現すること,この指南で実現すること,composed,admonition,ガイド,docs/physics/fabric-properties.md:8|docs/physics/optimization.md:8|docs/unity/project-setup.md:8
このガイドで得られること,この指南で得られること,composed,admonition,ガイド,docs/workflows/garment-fitting.md:8
このガイドで習得したスキル,この指南で習得したスキル,composed,heading|bold,ガイド,docs/unity/project-setup.md:405|docs/workflows/garment-fitting.md:303
このガイドで習得すること,この指南で習得すること,composed,admonition,ガイド,docs/unity/fbx-to-vrchat-complete-guide.md:8
このガイドで解決すること,この指南で解決すること,composed,heading,ガイド,docs/advanced/everywear-integration.md:25
このガイドで身につくスキル,この指南で身につくスキル,composed,admonition,ガイド,docs/garments/casual-wear.md:8|docs/garments/skirt.md:8|docs/garments/swimwear.md:8|docs/garments/t-shirt.md:8
このガイドで身につく高度スキル,この指南で身につく高级スキル,composed,admonition,ガイド|高度,docs/garments/one-piece.md:8
このガイドで身につけたスキル,この指南で身につけたスキル,composed,bold,ガイド,docs/garments/t-shirt.md:322
このガイドで達成する最終目標,この指南で達成する最終目標,composed,admonition,ガイド,docs/garments/dress.md:8
このガイドで達成できること,この指南で達成できること,composed,heading,ガイド,docs/optimization/very-poor-escape.md:20
このガイドについて,この指南について,composed,admonition,ガイド,docs/advanced/everywear-integration.md:3|docs/advanced/ik-joint-mapping.md:3|docs/advanced/md2025-features.md:3|docs/optimization/very-poor-escape.md:3
このガイドの最終成果,この指南の最終成果,composed,admonition,ガイド,docs/unity/avatar-upload.md:8
このガイドの特徴,この指南の特徴,composed,heading,ガイド,docs/index.md:24
このガイドを始める前に,この指南を始める前に,composed,admonition,ガイド,docs/setup/md-first-launch.md:8
このプロジェクトは多くの方々の支援により実現しています,このプロジェクトは多くの方々の支援により実現しています,untranslated,bold,,docs/resources/update-log.md:487
このプロジェクトを完了したあなたへ,このプロジェクトを完成したあなたへ,composed,bold,完了,docs/unity/avatar-upload.md:431
このページで見つけられること,このページで見つけられること,untranslated,admonition,,docs/resources/advanced-resources.md:8
このページで解決できること,このページで解決できること,untranslated,admonition,,docs/workflows/common-issues.md:8
このページの更新について,このページの更新について,untranslated,heading,,docs/workflows/common-issues.md:577
このページの目的,このページの目的,untranslated,bold,,docs/basics/basic-concepts.md:6|docs/basics/file-formats.md:6|docs/basics/md-interface.md:6|docs/basics/workflow-overview.md:6|docs/garments/casual-wear.md:6|docs/garments/dress.md:6|docs/garments/one-piece.md:6|docs/garments/skirt.md:6
このリンク集で見つけられるもの,このリンク集で見つけられるもの,untranslated,admonition,,docs/resources/useful-links.md:8
このリンク集の更新について,このリンク集の更新について,untranslated,heading,,docs/resources/useful-links.md:352
この記事でぜんぶ解決できます！,この記事でぜんぶ解決できます！,untranslated,bold,,docs/workflows/avatar-modification.md:13
この記事で覚えられること,この記事で覚えられること,untranslated,admonition,,docs/workflows/avatar-modification.md:15
これがあると衣装が自動で体型に合わせられる,これがあると服装が自动で体型に合わせられる,composed,bold,自動|衣装,docs/workflows/avatar-modification.md:124
これは技術的な問題であり、あなたのセンスや努力不足ではありません。,これは技术的な问题であり、あなたのセンスや努力不足ではありません。,composed,bold,不足|問題|技術,docs/optimization/very-poor-escape.md:18
こんな悩みはありませんか？,こんな悩みはありませんか？,untranslated,admonition,,docs/workflows/avatar-modification.md:8
さあ、始めましょう！,さあ、始めましょう！,untranslated,heading,,docs/index.md:133
さらなるスキルアップ,さらなるスキルアップ,untranslated,bold,,docs/physics/optimization.md:402
さらなる学習ステップ,さらなる学習步骤,composed,heading,ステップ,docs/unity/fbx-to-vrchat-complete-guide.md:1070
さらなる学習リソース,さらなる学習资源,composed,heading,リソース,docs/garments/t-shirt.md:421
さらなる最適化技術,さらなる优化技术,composed,heading,技術|最適化,docs/optimization/mobile-compatibility.md:564
すぐに保存,すぐに保存,constrained,bold,保存,docs/basics/ai-features.md:161
すべての関係者への感謝,すべての関係者への感謝,untranslated,admonition,,docs/resources/update-log.md:485
せん断,せん断,untranslated,term_def|bold,,docs/physics/fabric-properties.md:382|docs/physics/fabric-properties.md:382
ちょっと特殊な体型,ちょっと特殊な体型,constrained,bold,特殊,docs/workflows/avatar-modification.md:46
できることから始める,できることから始める,untranslated,bold,,docs/advanced/everywear-integration.md:545
どこに問題があるか,どこに问题があるか,composed,bold,問題,docs/optimization/performance-analysis.md:6
どのくらい時間がかかる？,どのくらい時間がかかる？,untranslated,heading,,docs/workflows/avatar-modification.md:37
どのくらい時間がかかる？」,どのくらい時間がかかる？」,untranslated,admonition,,docs/index.md:83
どんなアバターでも対応,どんな头像でも适配,composed,bold,アバター|対応,docs/workflows/avatar-modification.md:20
なぜIK-Joint設定が衣装の命運を分けるのか,なぜIK-Joint设置が服装の命運を分けるのか,composed,heading,IK|衣装|設定,docs/advanced/ik-joint-mapping.md:10
なぜMD2025にアップグレードすべきなのか？,なぜMD2025にアップグレードすべきなのか？,untranslated,heading,,docs/advanced/md2025-features.md:8
なぜVery Poor脱却が重要なのか？,なぜVery Poor摆脱が重要なのか？,composed,heading,Poor|Very Poor|脱却,docs/optimization/very-poor-escape.md:8
なぜ分析が必要なのか？,なぜ分析が必要なのか？,untranslated,heading,,docs/optimization/performance-analysis.md:10
なぜ多くの人がEveryWearで挫折するのか？,なぜ多くの人がEveryWearで挫折するのか？,constrained,heading,EveryWear,docs/advanced/everywear-integration.md:10
なぜ必要？,なぜ必要？,untranslated,bold,,docs/workflows/avatar-modification.md:127
なぜ水着が最難関なのか？,なぜ水着が最難関なのか？,untranslated,heading,,docs/garments/swimwear.md:48
まずは現状確認から,まずは現状确认から,composed,bold,確認,docs/workflows/garment-fitting.md:84
もちろんできます！,もちろんできます！,untranslated,bold,,docs/index.md:81
やや厚手,やや厚手,untranslated,bold,,docs/garments/casual-wear.md:180
やりすぎ最適化の回避,やりすぎ优化の回避,composed,heading,最適化,docs/optimization/mobile-compatibility.md:377
ゆったりフィット,ゆったりフィット,untranslated,bold,,docs/physics/fabric-properties.md:94
ゆとり,ゆとり,untranslated,bold,,docs/garments/t-shirt.md:71
ゆとり感,ゆとり感,untranslated,bold,,docs/garments/casual-wear.md:60
ようこそ！あなたもVRChatの素敵な衣装が作れます,ようこそ！あなたもVRChatの素敵な服装が作れます,composed,heading,VRChat|衣装,docs/index.md:3
よくあるIK問題と対策,よくあるIK问题と対策,composed,heading,IK|問題,docs/advanced/ik-joint-mapping.md:237
よくあるUV問題,よくあるUV问题,composed,bold,問題,docs/unity/fbx-to-vrchat-complete-guide.md:312
よくあるインポート失敗パターン,よくあるインポート失败版型,composed,admonition,パターン|失敗,docs/unity/fbx-to-vrchat-complete-guide.md:100
よくあるエラーと対処,よくあるエラーと处理方法,composed,bold,対処,docs/setup/unity-vrchat-setup.md:246
よくあるトラブル,よくあるトラブル,untranslated,heading,,docs/setup/md-first-launch.md:219
よくあるパターン,よくある版型,composed,bold,パターン,docs/workflows/avatar-modification.md:108
よくあるボトルネック,よくあるボトルネック,untranslated,heading,,docs/basics/workflow-overview.md:226
よくあるボトルネックの回避法,よくあるボトルネックの回避法,untranslated,bold,,docs/basics/workflow-overview.md:12
よくある不安と回答,よくある不安と回答,untranslated,heading,,docs/index.md:78
よくある分析ミス,よくある分析ミス,untranslated,heading,,docs/optimization/performance-analysis.md:341
よくある初期状態,よくある初期状態,untranslated,bold,,docs/garments/t-shirt.md:194
よくある問題,常见问题,direct,heading,よくある問題,docs/workflows/new-garment-creation.md:49
よくある問題と完全対策,常见问题と完全対策,composed,heading,よくある問題,docs/advanced/everywear-integration.md:371
よくある問題と対処法,常见问题と处理方法法,composed,heading|link_text|bold,よくある問題|対処,docs/basics/ai-features.md:189|docs/setup/md-first-launch.md:252|docs/setup/software-check.md:201|docs/workflows/avatar-modification.md:375|docs/workflows/garment-fitting.md:312
よくある問題と対処法（FAQ）,常见问题と处理方法法（FAQ）,composed,heading,よくある問題|対処,docs/workflows/common-issues.md:1
よくある問題と対策,常见问题と対策,composed,heading,よくある問題,docs/optimization/very-poor-escape.md:288
よくある問題と解決方法,常见问题と解決方法,composed,heading,よくある問題,docs/workflows/avatar-import.md:115|docs/workflows/modular-garments.md:93
